,county,labor_force,employed,unemployed,unemployed_pct,population,race_white,race_black,race_native,race_asian,race_islander,race_other,race_two_or_more
2678,"Haskell County, Texas",2653,2539,114,4.3     ,5416,4132,205,44,28,5,536,466
2679,"Hays County, Texas",121304,113639,7665,6.3     ,241067,147092,9881,2175,5091,189,28271,48368
2680,"Hemphill County, Texas",1850,1768,82,4.4     ,3382,2372,5,29,11,0,499,466
2681,"Henderson County, Texas",37123,34746,2377,6.4     ,82150,64501,4790,675,526,31,4794,6833
2682,"Hidalgo County, Texas",359969,318076,41893,11.6     ,870781,300554,4748,6155,9048,175,196973,353128
2683,"Hill County, Texas",16294,15271,1023,6.3     ,35874,26070,2111,368,189,20,3400,3716
2684,"Hockley County, Texas",10671,9826,845,7.9     ,21537,13760,645,227,52,4,3215,3634
2685,"Hood County, Texas",27578,25745,1833,6.6     ,61598,51678,523,501,476,53,2820,5547
2686,"Hopkins County, Texas",17484,16589,895,5.1     ,36787,27514,2405,321,290,12,3079,3166
2687,"Houston County, Texas",10010,9481,529,5.3     ,22066,13430,5195,131,138,10,1939,1223
2688,"Howard County, Texas",13502,12409,1093,8.1     ,34860,23664,1721,404,407,24,3770,4870
2689,"Hudspeth County, Texas",1855,1706,149,8.0     ,3202,1874,16,39,10,0,622,641
2690,"Hunt County, Texas",43506,40659,2847,6.5     ,99956,70576,8014,1263,1016,157,7398,11532
2691,"Hutchinson County, Texas",8539,7926,613,7.2     ,20617,15269,469,391,111,2,2056,2319
2692,"Irion County, Texas",752,707,45,6.0     ,1513,1200,7,16,0,1,126,163
2693,"Jack County, Texas",3393,3155,238,7.0     ,8472,6663,311,70,41,5,779,603
2694,"Jackson County, Texas",7329,6907,422,5.8     ,14988,9782,1011,80,158,5,1858,2094
2695,"Jasper County, Texas",12883,11440,1443,11.2     ,32980,24327,5594,182,127,19,1158,1573
2696,"Jeff Davis County, Texas",975,925,50,5.1     ,1996,1467,1,26,15,2,153,332
2697,"Jefferson County, Texas",105592,93022,12570,11.9     ,256526,108905,84835,1787,10080,112,28334,22473
2698,"Jim Hogg County, Texas",1891,1711,180,9.5     ,4838,2333,5,31,26,5,664,1774
2699,"Jim Wells County, Texas",16127,14033,2094,13.0     ,38891,22187,265,264,158,16,4973,11028
2700,"Johnson County, Texas",82931,77541,5390,6.5     ,179927,129863,6770,1719,1812,949,16605,22209
2701,"Jones County, Texas",5738,5337,401,7.0     ,19663,12902,2024,120,114,7,2974,1522
2702,"Karnes County, Texas",7007,6567,440,6.3     ,14710,8215,1174,87,151,4,2460,2619
2703,"Kaufman County, Texas",67263,62886,4377,6.5     ,145310,87435,21948,1413,2174,82,13352,18906
2704,"Kendall County, Texas",22123,21007,1116,5.0     ,44279,34449,347,289,379,39,2515,6261
2705,"Kenedy County, Texas",184,174,10,5.4     ,350,137,1,7,0,1,77,127
2706,"Kent County, Texas",458,440,18,3.9     ,753,676,2,6,1,0,31,37
2707,"Kerr County, Texas",21636,20365,1271,5.9     ,52598,39702,789,338,606,50,3796,7317
2708,"Kimble County, Texas",1809,1717,92,5.1     ,4286,3533,8,30,34,3,329,349
2709,"King County, Texas",236,232,4,1.7     ,265,242,0,0,0,4,7,12
2710,"Kinney County, Texas",1312,1233,79,6.0     ,3129,2012,47,33,10,2,275,750
2711,"Kleberg County, Texas",13402,12277,1125,8.4     ,31040,17266,1129,246,817,1,3712,7869
2712,"Knox County, Texas",1454,1372,82,5.6     ,3353,2393,165,9,24,3,454,305
2713,"Lamar County, Texas",23507,21989,1518,6.5     ,50088,36479,6446,870,481,32,1899,3881
2714,"Lamb County, Texas",5234,4960,274,5.2     ,13045,7369,453,81,11,17,2070,3044
2715,"Lampasas County, Texas",9041,8556,485,5.4     ,21627,16337,741,233,252,86,1343,2635
2716,"La Salle County, Texas",3693,3442,251,6.8     ,6664,3189,235,17,5,0,932,2286
2717,"Lavaca County, Texas",8406,7965,441,5.2     ,20337,15821,1247,111,74,5,1163,1916
2718,"Lee County, Texas",9158,8706,452,4.9     ,17478,11744,1691,99,61,2,1650,2231
2719,"Leon County, Texas",6121,5644,477,7.8     ,15719,12391,945,107,111,6,997,1162
2720,"Liberty County, Texas",33582,30011,3571,10.6     ,91628,55857,7171,1100,499,17,16687,10297
2721,"Limestone County, Texas",8363,7767,596,7.1     ,22146,14018,3726,147,162,18,2354,1721
2722,"Lipscomb County, Texas",1541,1477,64,4.2     ,3059,1969,4,37,2,1,561,485
2723,"Live Oak County, Texas",5177,4791,386,7.5     ,11335,8419,214,65,37,3,733,1864
2724,"Llano County, Texas",8479,7993,486,5.7     ,21243,18388,105,169,133,4,770,1674
2725,"Loving County, Texas",289,284,5,1.7     ,64,56,0,1,0,0,1,6
2726,"Lubbock County, Texas",156625,147629,8996,5.7     ,310639,191717,27279,3206,9701,248,35180,43308
2727,"Lynn County, Texas",2740,2591,149,5.4     ,5596,3724,107,36,10,4,1058,657
2728,"McCulloch County, Texas",3260,3016,244,7.5     ,7630,5821,98,38,39,1,564,1069
2729,"McLennan County, Texas",120347,112937,7410,6.2     ,260579,156475,37518,2511,5010,189,28193,30683
2730,"McMullen County, Texas",727,707,20,2.8     ,600,411,3,1,3,5,25,152
2731,"Madison County, Texas",4462,4141,321,7.2     ,13455,7695,2610,107,106,1,1994,942
2732,"Marion County, Texas",4271,3920,351,8.2     ,9725,6968,1857,86,48,0,143,623
2733,"Martin County, Texas",2546,2391,155,6.1     ,5237,3580,87,69,9,1,723,768
2734,"Mason County, Texas",1726,1630,96,5.6     ,3953,3188,9,14,2,0,290,450
2735,"Matagorda County, Texas",16529,14792,1737,10.5     ,36255,19753,3900,318,720,7,5928,5629
2736,"Maverick County, Texas",24494,20821,3673,15.0     ,57887,16845,181,1163,192,18,14499,24989
2737,"Medina County, Texas",21461,20110,1351,6.3     ,50748,31848,1366,414,261,42,6068,10749
2738,"Menard County, Texas",866,821,45,5.2     ,1962,1511,13,14,5,3,194,222
2739,"Midland County, Texas",98237,90313,7924,8.1     ,169983,98404,11049,1550,3983,191,22402,32404
2740,"Milam County, Texas",9750,9054,696,7.1     ,24754,17261,2183,147,119,18,2430,2596
2741,"Mills County, Texas",1889,1811,78,4.1     ,4456,3654,30,15,5,0,287,465
2742,"Mitchell County, Texas",2381,2192,189,7.9     ,8990,5399,961,88,54,1,1618,869
2743,"Montague County, Texas",9081,8479,602,6.6     ,19965,17066,81,194,84,4,712,1824
2744,"Montgomery County, Texas",284994,263501,21493,7.5     ,620443,407926,35394,6049,21830,732,63994,84518
2745,"Moore County, Texas",10578,10180,398,3.8     ,21358,9445,695,419,1014,4,5396,4385
2746,"Morris County, Texas",4793,4248,545,11.4     ,11973,8043,2467,86,47,9,460,861
2747,"Motley County, Texas",437,417,20,4.6     ,1063,931,10,2,0,0,43,77
2748,"Nacogdoches County, Texas",27987,26145,1842,6.6     ,64653,40228,10709,414,767,12,6793,5730
2749,"Navarro County, Texas",23245,21803,1442,6.2     ,52624,30019,6425,473,401,734,7520,7052
2750,"Newton County, Texas",5054,4497,557,11.0     ,12217,9375,2086,60,24,0,111,561
2751,"Nolan County, Texas",7151,6774,377,5.3     ,14738,10235,712,108,104,5,1550,2024
2752,"Nueces County, Texas",163920,149232,14688,9.0     ,353178,191405,14309,2942,8135,381,44362,91644
2753,"Ochiltree County, Texas",4071,3835,236,5.8     ,10015,5618,22,146,32,2,2434,1761
2754,"Oldham County, Texas",890,855,35,3.9     ,1758,1424,35,10,11,0,118,160
2755,"Orange County, Texas",36027,32241,3786,10.5     ,84808,66942,8081,459,1113,19,2793,5401
2756,"Palo Pinto County, Texas",13267,12339,928,7.0     ,28409,22603,582,269,214,13,2161,2567
2757,"Panola County, Texas",9437,8645,792,8.4     ,22491,16637,3263,172,105,11,869,1434
2758,"Parker County, Texas",68141,64129,4012,5.9     ,148222,122995,1738,1229,1035,116,6759,14350
2759,"Parmer County, Texas",4915,4788,127,2.6     ,9869,5572,75,171,18,4,2353,1676
2760,"Pecos County, Texas",6517,5987,530,8.1     ,15193,6921,558,172,148,2,3939,3453
2761,"Polk County, Texas",18357,16755,1602,8.7     ,50123,36343,4924,1019,340,2,3829,3666
2762,"Potter County, Texas",54150,51189,2961,5.5     ,118525,61693,12561,1397,6172,41,17115,19546
2763,"Presidio County, Texas",3231,2755,476,14.7     ,6131,2331,27,48,86,0,1191,2448
2764,"Rains County, Texas",6027,5744,283,4.7     ,12164,10394,270,112,55,3,512,818
2765,"Randall County, Texas",72380,69134,3246,4.5     ,140753,105870,4992,1263,2737,60,8456,17375
2766,"Reagan County, Texas",1815,1639,176,9.7     ,3385,1736,42,32,20,1,763,791
2767,"Real County, Texas",1072,1000,72,6.7     ,2758,2213,28,20,13,3,155,326
2768,"Red River County, Texas",5144,4817,327,6.4     ,11587,8700,1762,111,51,4,386,573
2769,"Reeves County, Texas",8858,8227,631,7.1     ,14748,8073,290,101,169,3,2431,3681
2770,"Refugio County, Texas",3083,2831,252,8.2     ,6741,4172,462,32,32,0,715,1328
2771,"Roberts County, Texas",414,395,19,4.6     ,827,737,2,3,0,0,13,72
2772,"Robertson County, Texas",7345,6875,470,6.4     ,16757,10502,3176,102,107,21,1574,1275
2773,"Rockwall County, Texas",53209,50009,3200,6.0     ,107819,74913,8398,899,3371,111,6699,13428
2774,"Runnels County, Texas",4529,4306,223,4.9     ,9900,7480,146,86,24,7,955,1202
2775,"Rusk County, Texas",22127,20508,1619,7.3     ,52214,33865,8326,401,231,24,5115,4252
2776,"Sabine County, Texas",3923,3500,423,10.8     ,9894,8426,745,51,53,0,138,481
2777,"San Augustine County, Texas",3020,2730,290,9.6     ,7918,5352,1781,33,42,0,318,392
2778,"San Jacinto County, Texas",11650,10710,940,8.1     ,27402,20276,2134,219,88,20,2245,2420
2779,"San Patricio County, Texas",29221,26223,2998,10.3     ,68755,42197,1195,544,886,87,7761,16085
2780,"San Saba County, Texas",2193,2079,114,5.2     ,5730,4274,121,39,17,2,742,535
2781,"Schleicher County, Texas",1209,1125,84,6.9     ,2451,1368,26,24,10,3,665,355
2782,"Scurry County, Texas",6251,5739,512,8.2     ,16932,10867,637,126,83,8,2846,2365
2783,"Shackelford County, Texas",1782,1688,94,5.3     ,3105,2731,23,10,18,0,128,195
2784,"Shelby County, Texas",11274,10502,772,6.8     ,24022,15111,3836,139,370,14,2538,2014
2785,"Sherman County, Texas",1307,1267,40,3.1     ,2782,1612,12,37,3,0,524,594
2786,"Smith County, Texas",108544,101201,7343,6.8     ,233479,144539,38593,1656,4188,106,21961,22436
2787,"Somervell County, Texas",4328,4048,280,6.5     ,9205,7373,45,78,58,0,534,1117
2788,"Starr County, Texas",26319,21760,4559,17.3     ,65920,21839,66,253,111,1,12623,31027
2789,"Stephens County, Texas",4020,3775,245,6.1     ,9101,7013,246,61,63,1,896,821
2790,"Sterling County, Texas",560,524,36,6.4     ,1372,1064,3,6,1,2,120,176
2791,"Stonewall County, Texas",576,547,29,5.0     ,1245,1032,20,10,5,0,66,112
2792,"Sutton County, Texas",1229,1109,120,9.8     ,3372,1959,10,16,8,2,519,858
2793,"Swisher County, Texas",2533,2401,132,5.2     ,6971,4182,438,49,12,3,1150,1137
2794,"Tarrant County, Texas",1082822,1003269,79553,7.3     ,2110640,1044549,366727,18690,129437,4551,250491,296195
2795,"Taylor County, Texas",66148,62540,3608,5.5     ,143208,99225,11771,1262,2924,189,10662,17175
2796,"Terrell County, Texas",393,375,18,4.6     ,760,480,8,0,5,0,153,114
2797,"Terry County, Texas",4840,4486,354,7.3     ,11831,6930,454,76,40,0,1750,2581
2798,"Throckmorton County, Texas",635,604,31,4.9     ,1440,1294,2,5,3,0,32,104
2799,"Titus County, Texas",13303,12412,891,6.7     ,31247,16188,2992,377,278,9,6421,4982
2800,"Tom Green County, Texas",53742,50336,3406,6.3     ,120003,78548,4544,1050,1801,175,12546,21339
2801,"Travis County, Texas",741012,694433,46579,6.3     ,1290188,709447,101267,12463,101038,1019,154399,210555
2802,"Trinity County, Texas",5313,4884,429,8.1     ,13602,10833,1092,54,34,5,558,1026
2803,"Tyler County, Texas",7372,6645,727,9.9     ,19798,15621,2059,120,100,3,938,957
2804,"Upshur County, Texas",17448,16103,1345,7.7     ,40892,32238,2958,340,177,13,1816,3350
2805,"Upton County, Texas",1835,1732,103,5.6     ,3308,1849,74,13,5,0,380,987
2806,"Uvalde County, Texas",11333,10605,728,6.4     ,24564,12584,159,133,162,8,4012,7506
2807,"Val Verde County, Texas",22589,20795,1794,7.9     ,47586,21218,665,337,379,47,8323,16617
2808,"Van Zandt County, Texas",26130,24529,1601,6.1     ,59541,49904,1542,473,275,30,2542,4775
2809,"Victoria County, Texas",41172,37761,3411,8.3     ,91319,53085,5729,726,1431,43,11832,18473
2810,"Walker County, Texas",24085,22343,1742,7.2     ,76400,42800,16638,468,1148,42,10116,5188
2811,"Waller County, Texas",23804,21958,1846,7.8     ,56794,26479,12256,634,809,20,9276,7320
2812,"Ward County, Texas",6171,5589,582,9.4     ,11644,6567,482,122,69,2,2100,2302
2813,"Washington County, Texas",15329,14463,866,5.6     ,35805,23299,5626,154,564,18,2238,3906
2814,"Webb County, Texas",116195,106376,9819,8.5     ,267114,102723,1166,1651,1405,53,52683,107433
2815,"Wharton County, Texas",21376,19928,1448,6.8     ,41570,22903,5676,294,193,1,6121,6382
2816,"Wheeler County, Texas",2226,2092,134,6.0     ,4990,3748,86,57,27,2,518,552
2817,"Wichita County, Texas",55306,51620,3686,6.7     ,129350,86718,13887,1443,2747,181,10439,13935
2818,"Wilbarger County, Texas",4949,4659,290,5.9     ,12887,8092,1062,177,571,0,1635,1350
2819,"Willacy County, Texas",6597,5807,790,12.0     ,20164,8743,497,149,165,2,4410,6198
2820,"Williamson County, Texas",318447,299801,18646,5.9     ,609017,373264,40732,4588,54628,735,43953,91117
2821,"Wilson County, Texas",24473,23077,1396,5.7     ,49753,34471,776,473,254,33,4392,9354
2822,"Winkler County, Texas",4039,3663,376,9.3     ,7791,4046,163,135,85,1,1801,1560
2823,"Wise County, Texas",32140,30041,2099,6.5     ,68632,54054,720,695,382,13,5198,7570
2824,"Wood County, Texas",17919,16740,1179,6.6     ,44843,36871,1693,339,230,4,2179,3527
2825,"Yoakum County, Texas",3528,3107,421,11.9     ,7694,3758,63,62,50,0,1963,1798
2826,"Young County, Texas",7803,7393,410,5.3     ,17867,14398,183,184,89,0,1512,1501
2827,"Zapata County, Texas",4600,4029,571,12.4     ,13889,5421,18,67,16,0,2048,6319
2828,"Zavala County, Texas",3430,2946,484,14.1     ,9670,4598,89,74,19,1,1563,3326
2829,"Beaver County, Utah",2831,2719,112,4.0     ,7072,5904,23,104,32,22,598,389
2830,"Box Elder County, Utah",26424,25272,1152,4.4     ,57666,50784,178,516,455,103,2231,3399
2831,"Cache County, Utah",65407,63497,1910,2.9     ,133154,112842,1115,1108,2353,705,6910,8121
2832,"Carbon County, Utah",8575,8130,445,5.2     ,20412,17643,61,270,65,29,692,1652
2833,"Daggett County, Utah",401,383,18,4.5     ,935,884,4,0,2,2,2,41
2834,"Davis County, Utah",175905,168737,7168,4.1     ,362679,302352,4376,2503,7143,3345,14976,27984
2835,"Duchesne County, Utah",7782,7179,603,7.7     ,19596,17076,21,940,63,39,577,880
2836,"Emery County, Utah",4372,4166,206,4.7     ,9825,9003,4,63,40,7,210,498
2837,"Garfield County, Utah",2634,2365,269,10.2     ,5083,4541,11,107,37,7,157,223
2838,"Grand County, Utah",6161,5574,587,9.5     ,9669,7817,73,373,80,13,471,842
2839,"Iron County, Utah",24994,23879,1115,4.5     ,57289,49237,408,1091,641,244,2121,3547
2840,"Juab County, Utah",5881,5709,172,2.9     ,11786,10972,18,98,34,44,170,450
2841,"Kane County, Utah",3835,3629,206,5.4     ,7667,7084,31,129,61,1,51,310
2842,"Millard County, Utah",5941,5749,192,3.2     ,12975,10855,15,152,142,13,1123,675
2843,"Morgan County, Utah",5561,5375,186,3.3     ,12295,11691,12,43,57,3,49,440
2844,"Piute County, Utah",477,447,30,6.3     ,1438,1291,0,6,0,0,21,120
2845,"Rich County, Utah",1162,1122,40,3.4     ,2510,2359,11,3,2,4,35,96
2846,"Salt Lake County, Utah",642357,609766,32591,5.1     ,1185238,847970,23474,13189,51030,21742,110890,116943
2847,"San Juan County, Utah",5457,4903,554,10.2     ,14518,6275,36,7278,54,53,201,621
2848,"Sanpete County, Utah",12640,12168,472,3.7     ,28437,24277,224,307,171,247,1816,1395
2849,"Sevier County, Utah",9811,9395,416,4.2     ,21522,19667,65,340,45,49,421,935
2850,"Summit County, Utah",24314,22554,1760,7.2     ,42357,35927,173,133,728,44,2456,2896
2851,"Tooele County, Utah",35084,33417,1667,4.8     ,72698,61011,465,726,526,651,3439,5880
2852,"Uintah County, Utah",13385,12157,1228,9.2     ,35620,29607,98,2432,169,97,1002,2215
2853,"Utah County, Utah",314022,302248,11774,3.7     ,659399,537757,4403,4602,10413,6722,36178,59324
2854,"Wasatch County, Utah",16269,15223,1046,6.4     ,34788,29131,157,188,361,41,2334,2576
2855,"Washington County, Utah",79208,75007,4201,5.3     ,180279,151777,988,2189,1866,1669,9010,12780
2856,"Wayne County, Utah",1428,1320,108,7.6     ,2486,2283,1,19,16,3,36,128
2857,"Weber County, Utah",129907,123697,6210,4.8     ,262223,205396,3613,2735,3852,1031,21943,23653
2858,"Addison County, Vermont",19936,18947,989,5.0     ,37363,33793,368,113,597,11,439,2042
2859,"Bennington County, Vermont",17132,16004,1128,6.6     ,37347,34183,430,70,406,5,323,1930
2860,"Caledonia County, Vermont",14156,13337,819,5.8     ,30233,27656,234,100,368,17,206,1652
2861,"Chittenden County, Vermont",93110,88659,4451,4.8     ,168323,144237,4910,384,7243,53,1547,9949
2862,"Essex County, Vermont",2596,2426,170,6.5     ,5920,5566,15,18,16,5,10,290
2863,"Franklin County, Vermont",26329,24946,1383,5.3     ,49946,45509,338,501,321,16,302,2959
2864,"Grand Isle County, Vermont",4003,3766,237,5.9     ,7293,6724,51,45,33,0,41,399
2865,"Lamoille County, Vermont",13376,12328,1048,7.8     ,25945,23778,225,89,141,2,211,1499
2866,"Orange County, Vermont",15395,14652,743,4.8     ,29277,26978,162,135,166,5,196,1635
2867,"Orleans County, Vermont",12702,11694,1008,7.9     ,27393,25464,131,198,123,1,149,1327
2868,"Rutland County, Vermont",29383,27352,2031,6.9     ,60572,55453,517,159,460,14,362,3607
2869,"Washington County, Vermont",33025,31429,1596,4.8     ,59807,54149,651,153,633,26,501,3694
2870,"Windham County, Vermont",21014,19687,1327,6.3     ,45905,41380,536,139,494,9,523,2824
2871,"Windsor County, Vermont",27903,26420,1483,5.3     ,57753,52881,466,185,548,17,437,3219
2872,"Accomack County, Virginia",16052,15011,1041,6.5     ,33413,20261,8670,297,255,4,2168,1758
2873,"Albemarle County, Virginia",55794,52792,3002,5.4     ,112395,81866,9953,286,8222,50,4101,7917
2874,"Alleghany County, Virginia",6820,6376,444,6.5     ,15223,13813,681,27,61,7,58,576
2875,"Amelia County, Virginia",6202,5845,357,5.8     ,13265,9780,2555,39,65,0,194,632
2876,"Amherst County, Virginia",14695,13872,823,5.6     ,31307,23190,5400,251,182,27,427,1830
2877,"Appomattox County, Virginia",7046,6636,410,5.8     ,16119,12258,2894,51,46,7,173,690
2878,"Arlington County, Virginia",151080,144307,6773,4.5     ,238643,145293,20875,1565,27443,141,17448,25878
2879,"Augusta County, Virginia",37046,35344,1702,4.6     ,77487,69142,3116,185,467,31,1103,3443
2880,"Bath County, Virginia",2290,2063,227,9.9     ,4209,3855,116,6,17,2,19,194
2881,"Bedford County, Virginia",37737,35800,1937,5.1     ,79462,68743,4925,211,970,37,785,3791
2882,"Bland County, Virginia",2811,2653,158,5.6     ,6270,5874,169,0,6,0,7,214
2883,"Botetourt County, Virginia",17140,16363,777,4.5     ,33596,30689,918,70,234,3,351,1331
2884,"Brunswick County, Virginia",5951,5477,474,8.0     ,15849,6553,8607,23,44,5,214,403
2885,"Buchanan County, Virginia",6450,5836,614,9.5     ,20355,19299,618,15,51,4,20,348
2886,"Buckingham County, Virginia",6317,5850,467,7.4     ,16824,10488,5435,51,59,7,139,645
2887,"Campbell County, Virginia",25507,24001,1506,5.9     ,55696,43320,7832,192,604,15,928,2805
2888,"Caroline County, Virginia",15004,13995,1009,6.7     ,30887,19215,7721,166,296,15,1072,2402
2889,"Carroll County, Virginia",13153,12078,1075,8.2     ,29155,27255,169,53,80,3,533,1062
2890,"Charles City County, Virginia",3610,3375,235,6.5     ,6773,3028,2836,448,38,6,75,342
2891,"Charlotte County, Virginia",5084,4799,285,5.6     ,11529,7717,3140,22,31,6,168,445
2892,"Chesterfield County, Virginia",186087,175116,10971,5.9     ,364548,216290,83107,1589,13185,246,23175,26956
2893,"Clarke County, Virginia",7498,7157,341,4.5     ,14783,12481,578,51,212,15,439,1007
2894,"Craig County, Virginia",2286,2170,116,5.1     ,4892,4653,13,5,11,3,22,185
2895,"Culpeper County, Virginia",24511,23297,1214,5.0     ,52552,36092,6567,365,776,23,4042,4687
2896,"Cumberland County, Virginia",4569,4289,280,6.1     ,9675,6165,2831,43,38,8,129,461
2897,"Dickenson County, Virginia",4746,4368,378,8.0     ,14124,13728,49,23,19,2,13,290
2898,"Dinwiddie County, Virginia",13439,12578,861,6.4     ,27947,17516,8177,125,126,3,636,1364
2899,"Essex County, Virginia",5488,5106,382,7.0     ,10599,5952,3775,83,62,3,176,548
2900,"Fairfax County, Virginia",628397,591882,36515,5.8     ,1150309,569013,110889,6500,235050,873,98434,129550
2901,"Fauquier County, Virginia",36812,35091,1721,4.7     ,72972,56660,5091,312,1229,51,3172,6457
2902,"Floyd County, Virginia",8054,7645,409,5.1     ,15476,14219,244,20,51,0,251,691
2903,"Fluvanna County, Virginia",13723,13001,722,5.3     ,27249,21023,3730,79,222,7,436,1752
2904,"Franklin County, Virginia",25985,24563,1422,5.5     ,54477,46702,3921,147,307,27,942,2431
2905,"Frederick County, Virginia",48636,46376,2260,4.6     ,91419,73524,3718,315,1681,41,4815,7325
2906,"Giles County, Virginia",7739,7255,484,6.3     ,16787,15777,244,34,71,0,64,597
2907,"Gloucester County, Virginia",19249,18204,1045,5.4     ,38711,32396,2753,153,318,25,396,2670
2908,"Goochland County, Virginia",11142,10600,542,4.9     ,24727,19302,3267,75,494,3,383,1203
2909,"Grayson County, Virginia",8104,7644,460,5.7     ,15333,13558,904,32,24,2,247,566
2910,"Greene County, Virginia",10198,9664,534,5.2     ,20552,16520,1447,33,457,6,694,1395
2911,"Greensville County, Virginia",4239,3952,287,6.8     ,11391,4364,6657,30,33,0,49,258
2912,"Halifax County, Virginia",15176,14109,1067,7.0     ,34022,20420,11791,77,218,6,440,1070
2913,"Hanover County, Virginia",57934,55136,2798,4.8     ,109979,89742,9808,399,2035,33,1708,6254
2914,"Henrico County, Virginia",180321,168617,11704,6.5     ,334389,170651,97568,1338,32296,154,11081,21301
2915,"Henry County, Virginia",23810,21994,1816,7.6     ,50948,35040,11160,165,292,14,1628,2649
2916,"Highland County, Virginia",1239,1193,46,3.7     ,2232,2135,2,3,6,1,12,73
2917,"Isle of Wight County, Virginia",19092,18115,977,5.1     ,38606,26721,8660,166,405,32,468,2154
2918,"James City County, Virginia",36558,34031,2527,6.9     ,78254,57710,10028,275,2269,52,2042,5878
2919,"King and Queen County, Virginia",3867,3669,198,5.1     ,6608,4490,1571,90,23,3,91,340
2920,"King George County, Virginia",13819,13202,617,4.5     ,26723,19121,3983,190,417,15,512,2485
2921,"King William County, Virginia",9067,8576,491,5.4     ,17810,13636,2601,288,129,11,234,911
2922,"Lancaster County, Virginia",5370,4981,389,7.2     ,10919,7467,2951,24,77,1,60,339
2923,"Lee County, Virginia",8304,7772,532,6.4     ,22173,20531,885,71,39,0,81,566
2924,"Loudoun County, Virginia",223194,211258,11936,5.3     ,420959,225974,30568,1582,89779,263,28136,44657
2925,"Louisa County, Virginia",19944,18909,1035,5.2     ,37596,28813,5408,158,257,18,598,2344
2926,"Lunenburg County, Virginia",5266,4988,278,5.3     ,11936,7095,3805,35,26,6,347,622
2927,"Madison County, Virginia",7306,7026,280,3.8     ,13837,11684,1065,16,90,1,210,771
2928,"Mathews County, Virginia",4052,3852,200,4.9     ,8533,7295,660,17,52,15,65,429
2929,"Mecklenburg County, Virginia",12679,11818,861,6.8     ,30319,18032,10435,75,205,0,495,1077
2930,"Middlesex County, Virginia",5134,4872,262,5.1     ,10625,8411,1523,33,28,3,107,520
2931,"Montgomery County, Virginia",48670,46340,2330,4.8     ,99721,79436,4165,207,8347,52,1632,5882
2932,"Nelson County, Virginia",7304,6895,409,5.6     ,14775,12021,1538,56,67,3,365,725
2933,"New Kent County, Virginia",12503,11930,573,4.6     ,22945,18017,2739,247,223,8,288,1423
2934,"Northampton County, Virginia",5409,4988,421,7.8     ,12282,7071,3785,85,82,8,549,702
2935,"Northumberland County, Virginia",5686,5326,360,6.3     ,11839,8366,2690,29,69,0,195,490
2936,"Nottoway County, Virginia",7150,6784,366,5.1     ,15642,8625,5813,85,64,3,343,709
2937,"Orange County, Virginia",17061,16102,959,5.6     ,36254,27877,4364,192,324,19,849,2629
2938,"Page County, Virginia",12021,11147,874,7.3     ,23709,22037,439,51,120,8,160,894
2939,"Patrick County, Virginia",7235,6739,496,6.9     ,17608,15719,840,36,43,3,327,640
2940,"Pittsylvania County, Virginia",29943,28010,1933,6.5     ,60501,44672,12417,169,292,22,800,2129
2941,"Powhatan County, Virginia",13976,13299,677,4.8     ,30333,25732,2505,64,169,24,268,1571
2942,"Prince Edward County, Virginia",10067,9415,652,6.5     ,21849,10662,9269,36,197,1,741,943
2943,"Prince George County, Virginia",14897,13928,969,6.5     ,43010,23827,12968,276,862,144,1891,3042
2944,"Prince William County, Virginia",245929,229901,16028,6.5     ,482204,200831,97457,3565,50314,600,66345,63092
2945,"Pulaski County, Virginia",16092,14824,1268,7.9     ,33800,29922,1658,69,184,3,336,1628
2946,"Rappahannock County, Virginia",3688,3521,167,4.5     ,7348,6521,200,18,63,3,101,442
2947,"Richmond County, Virginia",4048,3851,197,4.9     ,8923,5739,2439,16,42,0,274,413
2948,"Roanoke County, Virginia",48720,46231,2489,5.1     ,96929,80780,5764,243,3462,24,1490,5166
2949,"Rockbridge County, Virginia",10467,9892,575,5.5     ,22650,20483,575,94,187,9,261,1041
2950,"Rockingham County, Virginia",41525,39573,1952,4.7     ,83757,72656,1886,291,928,20,3346,4630
2951,"Russell County, Virginia",11210,10468,742,6.6     ,25781,24835,229,19,42,1,68,587
2952,"Scott County, Virginia",8958,8484,474,5.3     ,21576,20617,134,31,28,4,63,699
2953,"Shenandoah County, Virginia",22129,20963,1166,5.3     ,44186,38166,1087,198,348,8,1715,2664
2954,"Smyth County, Virginia",13384,12523,861,6.4     ,29800,27939,430,40,104,1,239,1047
2955,"Southampton County, Virginia",9063,8614,449,5.0     ,17996,11080,5924,67,70,20,116,719
2956,"Spotsylvania County, Virginia",67201,63166,4035,6.0     ,140032,90227,22933,675,3978,127,8194,13898
2957,"Stafford County, Virginia",72341,68242,4099,5.7     ,156927,90269,30400,1161,6251,266,9407,19173
2958,"Surry County, Virginia",3603,3396,207,5.7     ,6561,3483,2694,19,14,10,54,287
2959,"Sussex County, Virginia",3771,3450,321,8.5     ,10829,4501,5781,18,12,11,93,413
2960,"Tazewell County, Virginia",15520,14335,1185,7.6     ,40429,37528,967,59,215,15,193,1452
2961,"Warren County, Virginia",20258,19077,1181,5.8     ,40727,34386,1754,185,472,15,1022,2893
2962,"Washington County, Virginia",25953,24457,1496,5.8     ,53935,50639,662,106,337,1,348,1842
2963,"Westmoreland County, Virginia",9473,8915,558,5.9     ,18477,11941,4491,78,148,11,596,1212
