,istech,area_title,tot_emp,jobs_1000,population,median_age,average_income,family_poverty,educational_attainment_bachelors,educational_attainment_graduate,educational_attainment_high_school,educational_attainment_no_diploma,educational_attainment_some_college,race_asian,race_white,race_black,race_hispanic,race_native,race_islander,race_two,race_other
208,0,"Joplin, MO",134710,1527,88208,36,61795,9583,15360,7031,28731,9360,27665,1064,76974,2363,3259,1596,48,2770,134
209,1,"Joplin, MO",5060,57,88208,36,61795,9583,15360,7031,28731,9360,27665,1064,76974,2363,3259,1596,48,2770,134
210,0,"Kankakee, IL",71020,1482,47916,36,63692,8187,4382,2916,15941,8113,16586,446,29381,10845,6459,144,13,598,30
211,1,"Kankakee, IL",3080,64,47916,36,63692,8187,4382,2916,15941,8113,16586,446,29381,10845,6459,144,13,598,30
212,0,"Kingston, NY",93800,2660,35258,41,66847,4513,5218,4442,11212,4689,9731,1249,24504,3863,4188,30,8,1332,84
213,1,"Kingston, NY",2980,85,35258,41,66847,4513,5218,4442,11212,4689,9731,1249,24504,3863,4188,30,8,1332,84
214,0,"Knoxville, TN",664660,1549,429224,36,69380,52777,94841,63887,109419,39482,121541,9643,351450,39548,17891,947,202,8632,911
215,1,"Knoxville, TN",44680,104,429224,36,69380,52777,94841,63887,109419,39482,121541,9643,351450,39548,17891,947,202,8632,911
216,0,"Kokomo, IN",45250,598,75675,40,59338,10746,9310,5197,28385,9319,23499,1036,64241,5780,2452,250,21,1751,144
217,1,"Kokomo, IN",1260,17,75675,40,59338,10746,9310,5197,28385,9319,23499,1036,64241,5780,2452,250,21,1751,144
218,0,"Lafayette, LA",334870,1386,241571,34,75972,29217,52731,23000,70641,31707,63540,4717,160134,61003,10897,467,0,3915,438
219,1,"Lafayette, LA",12420,51,241571,34,75972,29217,52731,23000,70641,31707,63540,4717,160134,61003,10897,467,0,3915,438
220,0,"Lake Charles, LA",172150,1589,108327,34,62083,17575,17161,9371,32198,15814,33762,2424,57631,40907,3895,432,0,2819,219
221,1,"Lake Charles, LA",1180,11,108327,34,62083,17575,17161,9371,32198,15814,33762,2424,57631,40907,3895,432,0,2819,219
222,0,"Lancaster, PA",421650,3081,136856,36,75627,15978,23353,14469,46423,20479,32232,4261,86530,11823,31203,168,12,2654,205
223,1,"Lancaster, PA",16570,121,136856,36,75627,15978,23353,14469,46423,20479,32232,4261,86530,11823,31203,168,12,2654,205
224,0,"Laredo, TX",176940,1323,133757,29,48052,43317,12729,6477,36803,50506,27282,718,3483,305,128966,117,25,71,72
225,1,"Laredo, TX",5370,40,133757,29,48052,43317,12729,6477,36803,50506,27282,718,3483,305,128966,117,25,71,72
226,0,"Las Cruces, NM",118150,949,124523,30,49039,23191,23394,17592,26238,17152,40167,1878,43800,2684,73233,1109,43,1652,124
227,1,"Las Cruces, NM",5850,47,124523,30,49039,23191,23394,17592,26238,17152,40167,1878,43800,2684,73233,1109,43,1652,124
228,0,"Lawrence, KS",72870,730,99849,27,56276,9201,27386,24894,16428,4632,26529,5510,77454,4213,6337,2291,6,3892,146
229,1,"Lawrence, KS",4270,43,99849,27,56276,9201,27386,24894,16428,4632,26529,5510,77454,4213,6337,2291,6,3892,146
230,0,"Lawton, OK",64390,596,108068,32,67365,14093,14777,9209,34227,10504,39292,2601,58711,19457,14431,4792,546,7450,80
231,1,"Lawton, OK",3440,32,108068,32,67365,14093,14777,9209,34227,10504,39292,2601,58711,19457,14431,4792,546,7450,80
232,0,"Lebanon, PA",83600,1003,83315,44,65106,8804,11147,6080,35738,10925,19433,1502,64115,1641,14778,49,15,1142,73
233,1,"Lebanon, PA",2690,32,83315,44,65106,8804,11147,6080,35738,10925,19433,1502,64115,1641,14778,49,15,1142,73
234,0,"Lexington-Fayette, KY",457180,1446,316124,34,78831,42073,75372,55978,64808,31027,88932,11208,226860,45235,22089,686,157,8854,1035
235,1,"Lexington-Fayette, KY",25200,80,316124,34,78831,42073,75372,55978,64808,31027,88932,11208,226860,45235,22089,686,157,8854,1035
236,0,"Lima, OH",78450,1327,59112,40,57675,5879,6132,4516,21800,5872,20733,539,46417,7706,2159,124,0,1952,215
237,1,"Lima, OH",2680,45,59112,40,57675,5879,6132,4516,21800,5872,20733,539,46417,7706,2159,124,0,1952,215
238,0,"Lincoln, NE",302590,1054,287121,37,91572,30715,68619,39044,63549,20887,94979,12899,232714,11885,20396,1321,182,7450,274
239,1,"Lincoln, NE",23230,81,287121,37,91572,30715,68619,39044,63549,20887,94979,12899,232714,11885,20396,1321,182,7450,274
240,0,"Longview, TX",160190,1502,106681,34,67467,14960,16017,7069,30517,15945,37124,1118,63926,20690,18923,378,64,1444,138
241,1,"Longview, TX",6300,59,106681,34,67467,14960,16017,7069,30517,15945,37124,1118,63926,20690,18923,378,64,1444,138
242,0,"Longview, WA",62790,1258,49913,40,58871,7387,5141,3194,14973,6039,20514,797,40813,400,5137,418,117,2218,13
243,1,"Longview, WA",1700,34,49913,40,58871,7387,5141,3194,14973,6039,20514,797,40813,400,5137,418,117,2218,13
244,0,"Lubbock, TX",249820,915,272979,29,54336,33920,51880,29044,68170,39507,84297,6031,146191,19712,95084,984,196,4557,224
245,1,"Lubbock, TX",5220,19,272979,29,54336,33920,51880,29044,68170,39507,84297,6031,146191,19712,95084,984,196,4557,224
246,0,"Lynchburg, VA",167240,1176,142259,37,66523,16966,28251,18373,36182,15834,43650,3539,100798,29399,4611,304,63,3355,190
247,1,"Lynchburg, VA",7120,50,142259,37,66523,16966,28251,18373,36182,15834,43650,3539,100798,29399,4611,304,63,3355,190
248,0,"Macon, GA",165860,939,176563,37,53544,37624,25076,17885,58928,26916,47848,3218,76267,88908,5272,270,31,2488,109
249,1,"Macon, GA",3240,18,176563,37,53544,37624,25076,17885,58928,26916,47848,3218,76267,88908,5272,270,31,2488,109
250,0,"Madera, CA",70950,625,113441,36,97475,22108,12720,6618,25377,37099,31610,2463,31521,3117,73600,414,61,1783,482
251,1,"Madera, CA",2370,21,113441,36,97475,22108,12720,6618,25377,37099,31610,2463,31521,3117,73600,414,61,1783,482
252,0,"Madison, WI",654240,1694,386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
253,1,"Madison, WI",67900,176,386122,33,84386,26876,120900,83716,61168,17410,102907,23362,300693,23058,27313,739,161,10405,391
254,0,"Manchester, NH",181620,1601,113432,39,91413,8097,27000,15154,29323,9730,32157,3888,97819,3678,6166,93,16,1633,139
255,1,"Manchester, NH",7270,64,113432,39,91413,8097,27000,15154,29323,9730,32157,3888,97819,3678,6166,93,16,1633,139
256,0,"Manhattan, KS",60020,930,64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
257,1,"Manhattan, KS",3360,52,64536,26,54790,3924,16492,14756,8629,2633,22005,3585,51100,3085,4526,293,90,1790,67
258,0,"Mansfield, OH",78490,842,93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
259,1,"Mansfield, OH",2450,26,93239,40,48143,11688,11088,4951,37723,12274,27166,919,77037,9314,1890,145,0,3790,144
260,0,"Medford, OR",151150,1257,120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
261,1,"Medford, OR",6790,56,120259,40,63494,15615,19037,9288,33729,14888,43291,1555,94709,558,17686,958,543,4006,244
262,0,"Merced, CA",120640,1816,66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
263,1,"Merced, CA",3480,52,66425,27,54251,17964,6081,2762,16110,21946,19455,8784,16181,3868,35886,161,62,1384,99
264,0,"Midland, MI",45480,523,86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
265,1,"Midland, MI",680,8,86979,42,83439,5616,18764,11966,24021,4852,27397,2050,78760,1753,2438,293,51,1492,142
266,0,"Midland, TX",170360,979,174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
267,1,"Midland, TX",990,6,174021,30,101272,11443,33622,12813,44756,28556,54248,3546,82071,9948,75523,634,74,2079,146
268,0,"Missoula, MT",101370,1052,96393,36,73833,9285,25566,17173,18900,4656,30097,1428,86428,406,3027,2314,17,2733,40
269,1,"Missoula, MT",5210,54,96393,36,73833,9285,25566,17173,18900,4656,30097,1428,86428,406,3027,2314,17,2733,40
270,0,"Mobile, AL",293920,318,923391,36,54361,149679,158484,84891,283338,108633,287385,15342,479103,383676,27315,1941,96,14019,1899
271,1,"Mobile, AL",14320,16,923391,36,54361,149679,158484,84891,283338,108633,287385,15342,479103,383676,27315,1941,96,14019,1899
272,0,"Modesto, CA",320710,1425,225009,34,70121,27029,29120,14519,61818,37974,81529,15110,106922,8780,83264,1149,2701,6673,410
273,1,"Modesto, CA",11370,51,225009,34,70121,27029,29120,14519,61818,37974,81529,15110,106922,8780,83264,1149,2701,6673,410
274,0,"Monroe, LA",115750,812,142595,32,47925,30504,23048,12092,47451,21039,38937,1587,78827,57370,3160,349,0,1217,85
275,1,"Monroe, LA",4010,28,142595,32,47925,30504,23048,12092,47451,21039,38937,1587,78827,57370,3160,349,0,1217,85
276,0,"Monroe, MI",58490,1071,54621,40,64408,6030,6023,3498,20383,6438,18331,247,48890,2102,1974,227,7,1056,118
277,1,"Monroe, MI",2020,37,54621,40,64408,6030,6023,3498,20383,6438,18331,247,48890,2102,1974,227,7,1056,118
278,0,"Montgomery, AL",271840,405,671394,36,63950,116916,129933,87804,170244,94746,188577,16551,233586,385761,22917,888,27,11100,564
279,1,"Montgomery, AL",17260,26,671394,36,63950,116916,129933,87804,170244,94746,188577,16551,233586,385761,22917,888,27,11100,564
280,0,"Morgantown, WV",101390,1058,95858,33,67376,10708,20988,20413,24942,7637,21865,3405,84116,3790,2155,75,0,1986,331
281,1,"Morgantown, WV",6470,67,95858,33,67376,10708,20988,20413,24942,7637,21865,3405,84116,3790,2155,75,0,1986,331
282,0,"Morristown, TN",73550,1031,71359,41,54712,10839,7229,4058,29276,12967,17833,614,59139,2276,7848,96,10,1365,11
283,1,"Morristown, TN",2080,29,71359,41,54712,10839,7229,4058,29276,12967,17833,614,59139,2276,7848,96,10,1365,11
284,0,"Muncie, IN",67140,724,92683,32,38638,17304,12378,9506,34438,10128,26174,1501,78727,8034,2360,37,44,1814,166
285,1,"Muncie, IN",4240,46,92683,32,38638,17304,12378,9506,34438,10128,26174,1501,78727,8034,2360,37,44,1814,166
286,0,"Muskegon, MI",83630,652,128237,40,52664,20505,15530,7109,44853,14224,46515,671,91975,22439,7112,642,4,5364,30
287,1,"Muskegon, MI",2790,22,128237,40,52664,20505,15530,7109,44853,14224,46515,671,91975,22439,7112,642,4,5364,30
288,0,"Napa, CA",118350,1011,117077,38,107177,5931,25441,12589,22031,18824,38283,9992,60036,2432,40568,382,272,2958,437
289,1,"Napa, CA",1120,10,117077,38,107177,5931,25441,12589,22031,18824,38283,9992,60036,2432,40568,382,272,2958,437
290,0,"New Bedford, MA",100810,719,140128,39,71082,20755,17775,10743,44793,32270,34526,2712,100346,6045,20231,70,17,3957,6750
291,1,"New Bedford, MA",4530,32,140128,39,71082,20755,17775,10743,44793,32270,34526,2712,100346,6045,20231,70,17,3957,6750
292,0,"New Bern, NC",72990,1099,66424,41,68290,5608,11400,7323,16775,7724,23159,2495,45554,13215,3530,334,15,1234,47
293,1,"New Bern, NC",2110,32,66424,41,68290,5608,11400,7323,16775,7724,23159,2495,45554,13215,3530,334,15,1234,47
294,0,"New Haven, CT",458850,2634,174213,34,73050,28691,27920,31090,55664,23891,35617,8016,70679,45165,45255,504,23,3935,636
295,1,"New Haven, CT",11260,65,174213,34,73050,28691,27920,31090,55664,23891,35617,8016,70679,45165,45255,504,23,3935,636
296,0,"Ocala, FL",178100,1194,149170,44,57141,22027,19903,11570,52403,19421,45820,2400,104547,21222,17511,227,135,3025,103
297,1,"Ocala, FL",5190,35,149170,44,57141,22027,19903,11570,52403,19421,45820,2400,104547,21222,17511,227,135,3025,103
298,0,"Ocean City, NJ",58730,5069,11585,50,152584,487,3569,2076,2664,657,2605,207,9954,296,922,9,0,197,0
299,1,"Ocean City, NJ",1620,140,11585,50,152584,487,3569,2076,2664,657,2605,207,9954,296,922,9,0,197,0
300,0,"Odessa, TX",127440,571,223263,30,91597,17520,31948,11890,63358,46662,69351,3300,92838,8708,114326,690,100,2972,329
301,1,"Odessa, TX",4880,22,223263,30,91597,17520,31948,11890,63358,46662,69351,3300,92838,8708,114326,690,100,2972,329
302,0,"Oklahoma City, OK",1088480,1359,800897,35,79035,95100,153628,79591,206446,108993,252083,31239,487574,80415,132168,22527,523,45685,766
303,1,"Oklahoma City, OK",65820,82,800897,35,79035,95100,153628,79591,206446,108993,252083,31239,487574,80415,132168,22527,523,45685,766
304,0,"Owensboro, KY",77110,918,83973,38,63691,10999,11278,7302,28708,9626,27012,1249,73306,4314,2666,162,0,2112,164
305,1,"Owensboro, KY",3210,38,83973,38,63691,10999,11278,7302,28708,9626,27012,1249,73306,4314,2666,162,0,2112,164
306,0,"Panama City, FL",127210,975,130496,41,69492,14792,18463,10700,40638,14284,46398,3174,96014,17945,8331,779,11,4007,235
307,1,"Panama City, FL",6070,47,130496,41,69492,14792,18463,10700,40638,14284,46398,3174,96014,17945,8331,779,11,4007,235
308,0,"Peoria, IL",261290,1523,171508,34,68170,21677,34985,21212,43527,17236,54548,7129,116931,32285,8341,405,19,5926,472
309,1,"Peoria, IL",18960,111,171508,34,68170,21677,34985,21212,43527,17236,54548,7129,116931,32285,8341,405,19,5926,472
310,0,"Pine Bluff, AR",45940,364,126106,37,50220,24482,14374,8232,46574,17656,39254,978,46178,74986,2124,360,0,1336,144
311,1,"Pine Bluff, AR",1630,13,126106,37,50220,24482,14374,8232,46574,17656,39254,978,46178,74986,2124,360,0,1336,144
312,0,"Pittsburgh, PA",1891870,4452,424929,35,68542,53586,94921,79303,116153,30419,104061,21537,300780,78584,11378,471,51,11219,909
313,1,"Pittsburgh, PA",77180,182,424929,35,68542,53586,94921,79303,116153,30419,104061,21537,300780,78584,11378,471,51,11219,909
314,0,"Pittsfield, MA",55000,1228,44775,44,66779,5507,7835,5059,13342,4387,14104,905,37908,1884,2634,99,8,1268,69
315,1,"Pittsfield, MA",4760,106,44775,44,66779,5507,7835,5059,13342,4387,14104,905,37908,1884,2634,99,8,1268,69
316,0,"Pocatello, ID",56530,710,79564,29,51130,10956,14858,7683,20083,6624,30285,1040,65437,463,7044,3337,150,2006,87
317,1,"Pocatello, ID",2700,34,79564,29,51130,10956,14858,7683,20083,6624,30285,1040,65437,463,7044,3337,150,2006,87
318,0,"Port St. Lucie, FL",262030,914,286826,46,71817,27883,41713,22677,92033,34933,95539,6284,187374,38014,49420,643,363,4520,208
319,1,"Port St. Lucie, FL",9630,34,286826,46,71817,27883,41713,22677,92033,34933,95539,6284,187374,38014,49420,643,363,4520,208
320,0,"Prescott, AZ",109040,574,190002,51,53487,17006,30266,20680,48382,17732,72946,2172,156110,1146,26266,852,0,3328,128
321,1,"Prescott, AZ",4260,22,190002,51,53487,17006,30266,20680,48382,17732,72946,2172,156110,1146,26266,852,0,3328,128
322,0,"Pueblo, CO",101660,645,157537,38,57147,24514,21663,12149,45957,17830,59951,1066,81150,2590,68656,837,134,2794,310
323,1,"Pueblo, CO",3320,21,157537,38,57147,24514,21663,12149,45957,17830,59951,1066,81150,2590,68656,837,134,2794,310
324,0,"Punta Gorda, FL",80920,2482,32604,61,84254,2074,6538,4064,8799,3202,10017,174,28509,1332,1855,215,61,393,65
325,1,"Punta Gorda, FL",2440,75,32604,61,84254,2074,6538,4064,8799,3202,10017,174,28509,1332,1855,215,61,393,65
326,0,"Racine, WI",123200,925,133183,38,70498,14187,20823,11066,40450,16138,44734,1955,85645,19542,21865,363,17,3674,122
327,1,"Racine, WI",5910,44,133183,38,70498,14187,20823,11066,40450,16138,44734,1955,85645,19542,21865,363,17,3674,122
328,0,"Raleigh, NC",1059620,1270,834025,35,94978,71940,251828,143947,141477,75072,221693,40646,471240,205133,93773,2209,406,18044,2574
329,1,"Raleigh, NC",74170,89,834025,35,94978,71940,251828,143947,141477,75072,221693,40646,471240,205133,93773,2209,406,18044,2574
330,0,"Rapid City, SD",113600,1098,103485,36,67467,10651,20025,10348,28171,6835,38203,1237,83317,1123,4696,8416,71,4516,109
331,1,"Rapid City, SD",4160,40,103485,36,67467,10651,20025,10348,28171,6835,38203,1237,83317,1123,4696,8416,71,4516,109
332,0,"Reading, PA",285390,2364,120748,34,57913,29215,12730,6506,42702,30904,27859,1119,51956,8320,56775,26,0,2280,272
333,1,"Reading, PA",6810,56,120748,34,57913,29215,12730,6506,42702,30904,27859,1119,51956,8320,56775,26,0,2280,272
334,0,"Redding, CA",110450,1090,101298,39,63363,11942,13820,7414,26424,9844,43833,2982,79429,1311,10594,2468,26,4439,49
335,1,"Redding, CA",4330,43,101298,39,63363,11942,13820,7414,26424,9844,43833,2982,79429,1311,10594,2468,26,4439,49
336,0,"Reno, NV",394480,1124,350883,38,78892,36126,63617,37654,85853,49799,113980,18237,218216,7616,89830,3577,2227,10573,607
337,1,"Reno, NV",20660,59,350883,38,78892,36126,63617,37654,85853,49799,113980,18237,218216,7616,89830,3577,2227,10573,607
338,0,"Richmond, VA",1098270,3479,315687,35,72485,41660,74081,49540,73223,37284,81445,8888,150812,125787,19622,424,179,9137,838
339,1,"Richmond, VA",45810,145,315687,35,72485,41660,74081,49540,73223,37284,81445,8888,150812,125787,19622,424,179,9137,838
340,0,"Roanoke, VA",259830,1309,198441,39,68444,22761,35682,20016,58800,24114,59834,5722,146583,32894,7798,217,171,4776,280
341,1,"Roanoke, VA",10570,53,198441,39,68444,22761,35682,20016,58800,24114,59834,5722,146583,32894,7798,217,171,4776,280
342,0,"Rochester, MN",161850,1195,135390,39,98387,8263,33260,26431,26938,7669,41074,8745,107263,8309,6941,225,20,3607,280
343,1,"Rochester, MN",8070,60,135390,39,98387,8263,33260,26431,26938,7669,41074,8745,107263,8309,6941,225,20,3607,280
344,0,"Rochester, NY",828370,1840,450112,37,61064,74256,78559,57097,123177,60445,130730,16690,267955,100199,52069,893,98,11151,1057
345,1,"Rochester, NY",56520,126,450112,37,61064,74256,78559,57097,123177,60445,130730,16690,267955,100199,52069,893,98,11151,1057
346,0,"Rockford, IL",239760,1130,212194,38,66390,29606,28785,17201,66777,29027,70374,5316,139931,31845,28929,446,37,5343,347
347,1,"Rockford, IL",11850,56,212194,38,66390,29606,28785,17201,66777,29027,70374,5316,139931,31845,28929,446,37,5343,347
348,0,"Rocky Mount, NC",90860,2057,44168,42,57219,9083,4710,2681,16110,7717,12936,138,14919,27327,1087,32,28,609,28
349,1,"Rocky Mount, NC",2350,53,44168,42,57219,9083,4710,2681,16110,7717,12936,138,14919,27327,1087,32,28,609,28
350,0,"Rome, GA",53230,1304,40827,33,68527,5349,5577,4123,12151,8079,10893,346,28895,8420,2436,99,0,548,83
351,1,"Rome, GA",800,20,40827,33,68527,5349,5577,4123,12151,8079,10893,346,28895,8420,2436,99,0,548,83
352,0,"Saginaw, MI",128810,1394,92424,38,45685,20388,9504,4990,32306,14512,31130,861,45038,31274,11684,256,12,3224,75
353,1,"Saginaw, MI",2550,28,92424,38,45685,20388,9504,4990,32306,14512,31130,861,45038,31274,11684,256,12,3224,75
354,0,"Salem, OR",297440,1318,225627,37,72800,24428,37884,22887,57664,27354,79777,4603,160667,2432,46266,1500,1979,7976,204
355,1,"Salem, OR",16020,71,225627,37,72800,24428,37884,22887,57664,27354,79777,4603,160667,2432,46266,1500,1979,7976,204
356,0,"Salinas, CA",302570,1609,188000,36,91589,25584,19318,9427,42561,69555,47115,10418,38191,2276,133506,350,221,2742,296
357,1,"Salinas, CA",10310,55,188000,36,91589,25584,19318,9427,42561,69555,47115,10418,38191,2276,133506,350,221,2742,296
358,0,"Salt Lake City, UT",1241990,4423,280781,31,72574,28319,65166,46999,58684,29660,80231,13025,193508,5812,54572,2611,4194,6415,644
359,1,"Salt Lake City, UT",128460,458,280781,31,72574,28319,65166,46999,58684,29660,80231,13025,193508,5812,54572,2611,4194,6415,644
360,0,"San Angelo, TX",76390,678,112591,31,55805,9695,18945,8348,32634,17370,35302,1276,60044,4606,44763,187,45,1538,132
361,1,"San Angelo, TX",3500,31,112591,31,55805,9695,18945,8348,32634,17370,35302,1276,60044,4606,44763,187,45,1538,132
362,0,"Santa Fe, NM",99380,871,114102,47,85214,10869,24455,23211,25051,13817,27528,1654,47811,840,60352,1683,82,1485,195
363,1,"Santa Fe, NM",6420,56,114102,47,85214,10869,24455,23211,25051,13817,27528,1654,47811,840,60352,1683,82,1485,195
364,0,"Santa Rosa, CA",339110,1195,283706,41,95772,20747,59747,36645,52981,35332,99180,15181,171362,5178,78071,1776,1281,10508,349
365,1,"Santa Rosa, CA",6490,23,283706,41,95772,20747,59747,36645,52981,35332,99180,15181,171362,5178,78071,1776,1281,10508,349
366,0,"Savannah, GA",298200,1892,157591,31,49776,30742,26546,16391,43079,22743,48781,2687,64013,78578,8782,230,150,2944,207
367,1,"Savannah, GA",13570,86,157591,31,49776,30742,26546,16391,43079,22743,48781,2687,64013,78578,8782,230,150,2944,207
368,0,"Sebring, FL",40720,767,53082,56,52784,4930,6040,3627,18573,8063,16801,975,39046,4665,7208,182,13,949,44
369,1,"Sebring, FL",1120,21,53082,56,52784,4930,6040,3627,18573,8063,16801,975,39046,4665,7208,182,13,949,44
370,0,"Sheboygan, WI",98190,1283,76522,42,78986,4569,12460,5428,28150,6433,24084,5987,61649,1254,6054,125,6,1426,21
371,1,"Sheboygan, WI",4230,55,76522,42,78986,4569,12460,5428,28150,6433,24084,5987,61649,1254,6054,125,6,1426,21
372,0,"Sioux Falls, SD",273800,1447,189200,29,65101,14180,43650,20272,48642,14744,61925,4004,157980,9084,8722,4209,43,4921,237
373,1,"Sioux Falls, SD",15430,82,189200,29,65101,14180,43650,20272,48642,14744,61925,4004,157980,9084,8722,4209,43,4921,237
374,0,"Spartanburg, SC",275700,2077,132758,37,64471,19379,21422,13784,37846,20450,39238,3422,76719,40246,10012,194,26,2042,97
375,1,"Spartanburg, SC",10670,80,132758,37,64471,19379,21422,13784,37846,20450,39238,3422,76719,40246,10012,194,26,2042,97
376,0,"Springfield, IL",170520,1505,113307,39,87602,16694,23640,13517,32041,10071,33986,2181,87138,17931,2454,62,56,2971,514
377,1,"Springfield, IL",11200,99,113307,39,87602,16694,23640,13517,32041,10071,33986,2181,87138,17931,2454,62,56,2971,514
378,0,"Springfield, MO",364440,1143,318851,37,67427,38761,61721,35728,90220,27126,104103,5471,282796,9383,11092,1319,228,8336,226
379,1,"Springfield, MO",19520,61,318851,37,67427,38761,61721,35728,90220,27126,104103,5471,282796,9383,11092,1319,228,8336,226
380,0,"Springfield, OH",77000,735,104810,38,60766,14014,11383,7919,39212,13761,32465,759,86546,10915,2103,160,93,4157,77
381,1,"Springfield, OH",2400,23,104810,38,60766,14014,11383,7919,39212,13761,32465,759,86546,10915,2103,160,93,4157,77
382,0,"St. Cloud, MN",175540,2091,83942,33,67900,8226,17477,7801,20902,6317,31392,2170,71993,5297,2583,351,24,1483,41
383,1,"St. Cloud, MN",8240,98,83942,33,67900,8226,17477,7801,20902,6317,31392,2170,71993,5297,2583,351,24,1483,41
384,0,"St. George, UT",118020,970,121710,36,79664,12505,22689,13911,26713,8840,49625,862,102069,870,13096,1112,1174,2341,186
385,1,"St. George, UT",6350,52,121710,36,79664,12505,22689,13911,26713,8840,49625,862,102069,870,13096,1112,1174,2341,186
386,0,"State College, PA",94220,1677,56167,22,33833,3022,19948,17005,9018,1555,8636,5601,45102,2158,2162,84,39,991,30
387,1,"State College, PA",7310,130,56167,22,33833,3022,19948,17005,9018,1555,8636,5601,45102,2158,2162,84,39,991,30
388,0,"Sumter, SC",60310,629,95942,32,52018,15094,12065,7500,28826,14959,32569,1224,44806,43463,3914,275,23,2150,87
389,1,"Sumter, SC",1990,21,95942,32,52018,15094,12065,7500,28826,14959,32569,1224,44806,43463,3914,275,23,2150,87
390,0,"Syracuse, NY",496910,2613,190137,35,62481,40798,32448,28291,47443,28936,52937,11657,111422,42516,14806,1383,42,7568,743
391,1,"Syracuse, NY",12480,66,190137,35,62481,40798,32448,28291,47443,28936,52937,11657,111422,42516,14806,1383,42,7568,743
392,0,"Tallahassee, FL",287170,1005,285855,34,73192,34963,70117,53436,55099,22573,84543,9556,163426,87888,17506,625,67,6181,606
393,1,"Tallahassee, FL",24640,86,285855,34,73192,34963,70117,53436,55099,22573,84543,9556,163426,87888,17506,625,67,6181,606
394,0,"Terre Haute, IN",110520,1163,95017,33,43915,13629,15117,8804,28471,11560,30994,1995,80336,6505,2504,203,44,3362,68
395,1,"Terre Haute, IN",3760,40,95017,33,43915,13629,15117,8804,28471,11560,30994,1995,80336,6505,2504,203,44,3362,68
396,0,"The Villages, FL",49810,591,84299,60,63637,3753,17334,11137,25106,4781,25878,905,77293,1383,3552,378,31,716,41
397,1,"The Villages, FL",1560,19,84299,60,63637,3753,17334,11137,25106,4781,25878,905,77293,1383,3552,378,31,716,41
398,0,"Toledo, OH",496440,1302,381267,36,55410,68271,55810,34875,115964,47547,127056,6251,255071,78742,27794,902,97,11655,755
399,1,"Toledo, OH",19890,52,381267,36,55410,68271,55810,34875,115964,47547,127056,6251,255071,78742,27794,902,97,11655,755
400,0,"Topeka, KS",182270,1087,167652,39,60933,16646,31708,18319,51446,14793,50705,2100,123282,13549,20670,947,65,6844,195
401,1,"Topeka, KS",12560,75,167652,39,60933,16646,31708,18319,51446,14793,50705,2100,123282,13549,20670,947,65,6844,195
402,0,"Trenton, NJ",368670,2724,135321,36,60095,22270,16243,8189,47751,28034,35133,3725,39261,50951,39113,90,46,1741,394
403,1,"Trenton, NJ",22730,168,135321,36,60095,22270,16243,8189,47751,28034,35133,3725,39261,50951,39113,90,46,1741,394
404,0,"Tucson, AZ",637300,394,1615670,36,66060,242542,274076,198308,370716,219158,553500,45070,799690,59282,641616,26444,2220,39224,2124
405,1,"Tucson, AZ",47000,29,1615670,36,66060,242542,274076,198308,370716,219158,553500,45070,799690,59282,641616,26444,2220,39224,2124
406,0,"Tulsa, OK",759300,1181,643000,34,71186,77559,133019,62809,167570,71623,207878,19470,398503,67462,79884,28566,558,47410,1147
407,1,"Tulsa, OK",45990,72,643000,34,71186,77559,133019,62809,167570,71623,207878,19470,398503,67462,79884,28566,558,47410,1147
408,0,"Tuscaloosa, AL",173030,334,517371,34,67457,69849,97386,65961,148326,60579,145011,9258,303618,179226,18942,669,201,5157,300
409,1,"Tuscaloosa, AL",6630,13,517371,34,67457,69849,97386,65961,148326,60579,145011,9258,303618,179226,18942,669,201,5157,300
410,0,"Twin Falls, ID",78870,1252,63002,33,65339,7093,8127,4423,18010,6640,25797,1266,50347,518,9589,536,53,691,2
411,1,"Twin Falls, ID",2620,42,63002,33,65339,7093,8127,4423,18010,6640,25797,1266,50347,518,9589,536,53,691,2
412,0,"Tyler, TX",171520,967,177355,34,67827,22922,30124,14416,41007,29471,62248,3202,98453,34023,38660,516,231,2098,172
413,1,"Tyler, TX",6630,37,177355,34,67827,22922,30124,14416,41007,29471,62248,3202,98453,34023,38660,516,231,2098,172
414,0,"Urban Honolulu, HI",696970,2118,329094,39,79970,25041,78313,46803,78751,37658,87457,179578,51378,3426,21031,247,25833,47302,299
415,1,"Urban Honolulu, HI",45310,138,329094,39,79970,25041,78313,46803,78751,37658,87457,179578,51378,3426,21031,247,25833,47302,299
416,0,"Valdosta, GA",85800,899,95423,27,43901,18806,13771,9518,28201,15338,28515,1931,47256,38826,5272,123,27,1828,160
417,1,"Valdosta, GA",630,7,95423,27,43901,18806,13771,9518,28201,15338,28515,1931,47256,38826,5272,123,27,1828,160
