county,labor_force,employed,unemployed,unemployed_pct
"Union County, SC",12008,10931,1077,9.0     
"Williamsburg County, SC",12004,11032,972,8.1     
"York County, SC",143890,135143,8747,6.1     
"Aurora County, SD",1477,1429,48,3.2     
"Beadle County, SD",9352,8991,361,3.9     
"Bennett County, SD",1070,1016,54,5.0     
"Bon Homme County, SD",2859,2742,117,4.1     
"Brookings County, SD",18480,17669,811,4.4     
"Brown County, SD",20582,19678,904,4.4     
"Brule County, SD",2462,2353,109,4.4     
"Buffalo County, SD",691,636,55,8.0     
"Butte County, SD",4986,4718,268,5.4     
"Campbell County, SD",783,754,29,3.7     
"Charles Mix County, SD",3788,3548,240,6.3     
"Clark County, SD",2181,2095,86,3.9     
"Clay County, SD",7157,6834,323,4.5     
"Codington County, SD",15416,14662,754,4.9     
"Corson County, SD",1343,1276,67,5.0     
"Custer County, SD",4077,3834,243,6.0     
"Davison County, SD",10942,10487,455,4.2     
"Day County, SD",2706,2552,154,5.7     
"Deuel County, SD",2336,2211,125,5.4     
"Dewey County, SD",2255,2081,174,7.7     
"Douglas County, SD",1558,1512,46,3.0     
"Edmunds County, SD",1993,1935,58,2.9     
"Fall River County, SD",2996,2817,179,6.0     
"Faulk County, SD",1039,1003,36,3.5     
"Grant County, SD",4382,4206,176,4.0     
"Gregory County, SD",2038,1960,78,3.8     
"Haakon County, SD",1069,1042,27,2.5     
"Hamlin County, SD",3355,3239,116,3.5     
"Hand County, SD",1768,1721,47,2.7     
"Hanson County, SD",1750,1659,91,5.2     
"Harding County, SD",718,692,26,3.6     
"Hughes County, SD",9909,9574,335,3.4     
"Hutchinson County, SD",3618,3481,137,3.8     
"Hyde County, SD",680,659,21,3.1     
"Jackson County, SD",1207,1155,52,4.3     
"Jerauld County, SD",1176,1147,29,2.5     
"Jones County, SD",508,489,19,3.7     
"Kingsbury County, SD",2661,2563,98,3.7     
"Lake County, SD",6485,6239,246,3.8     
"Lawrence County, SD",13567,12726,841,6.2     
"Lincoln County, SD",35711,34417,1294,3.6     
"Lyman County, SD",1648,1554,94,5.7     
"McCook County, SD",3076,2963,113,3.7     
"McPherson County, SD",1010,958,52,5.1     
"Marshall County, SD",2429,2313,116,4.8     
"Meade County, SD",13918,13235,683,4.9     
"Mellette County, SD",708,664,44,6.2     
"Miner County, SD",1144,1089,55,4.8     
"Minnehaha County, SD",113168,108033,5135,4.5     
"Moody County, SD",4008,3797,211,5.3     
"Oglala Lakota County, SD",3677,3304,373,10.1     
"Pennington County, SD",57094,54074,3020,5.3     
"Perkins County, SD",1382,1330,52,3.8     
"Potter County, SD",1019,986,33,3.2     
"Roberts County, SD",4807,4499,308,6.4     
"Sanborn County, SD",1159,1112,47,4.1     
"Spink County, SD",3111,2985,126,4.1     
"Stanley County, SD",1891,1817,74,3.9     
"Sully County, SD",789,767,22,2.8     
"Todd County, SD",3066,2869,197,6.4     
"Tripp County, SD",3013,2919,94,3.1     
"Turner County, SD",4650,4467,183,3.9     
"Union County, SD",8522,8088,434,5.1     
"Walworth County, SD",2132,2001,131,6.1     
"Yankton County, SD",11761,11220,541,4.6     
"Ziebach County, SD",944,899,45,4.8     
"Anderson County, TN",34360,32049,2311,6.7     
"Bedford County, TN",20956,19293,1663,7.9     
"Benton County, TN",6714,6165,549,8.2     
"Bledsoe County, TN",4264,3897,367,8.6     
"Blount County, TN",63505,59440,4065,6.4     
"Bradley County, TN",52651,49151,3500,6.6     
"Campbell County, TN",14717,13597,1120,7.6     
"Cannon County, TN",6506,6083,423,6.5     
"Carroll County, TN",11851,10977,874,7.4     
"Carter County, TN",23655,22001,1654,7.0     
"Cheatham County, TN",21313,20113,1200,5.6     
"Chester County, TN",8390,7912,478,5.7     
"Claiborne County, TN",12727,11838,889,7.0     
"Clay County, TN",2721,2500,221,8.1     
"Cocke County, TN",14713,13205,1508,10.2     
"Coffee County, TN",25612,23620,1992,7.8     
"Crockett County, TN",6836,6436,400,5.9     
"Cumberland County, TN",22733,20988,1745,7.7     
"Davidson County, TN",402058,369787,32271,8.0     
"Decatur County, TN",4455,4072,383,8.6     
"DeKalb County, TN",7651,6957,694,9.1     
"Dickson County, TN",26354,24799,1555,5.9     
"Dyer County, TN",15879,14603,1276,8.0     
"Fayette County, TN",18987,17774,1213,6.4     
"Fentress County, TN",7503,7014,489,6.5     
"Franklin County, TN",19782,18213,1569,7.9     
"Gibson County, TN",21795,20274,1521,7.0     
"Giles County, TN",14634,13408,1226,8.4     
"Grainger County, TN",9480,8793,687,7.2     
"Greene County, TN",28769,26372,2397,8.3     
"Grundy County, TN",5131,4629,502,9.8     
"Hamblen County, TN",28020,26027,1993,7.1     
"Hamilton County, TN",182352,169337,13015,7.1     
"Hancock County, TN",2147,1966,181,8.4     
"Hardeman County, TN",9318,8552,766,8.2     
"Hardin County, TN",10276,9548,728,7.1     
"Hawkins County, TN",23468,21663,1805,7.7     
"Haywood County, TN",7777,7084,693,8.9     
"Henderson County, TN",12010,11051,959,8.0     
"Henry County, TN",13668,12642,1026,7.5     
"Hickman County, TN",11103,10458,645,5.8     
"Houston County, TN",3234,2970,264,8.2     
"Humphreys County, TN",8670,8111,559,6.4     
"Jackson County, TN",4740,4363,377,8.0     
"Jefferson County, TN",24697,22853,1844,7.5     
"Johnson County, TN",7682,7186,496,6.5     
"Knox County, TN",242643,228282,14361,5.9     
"Lake County, TN",1691,1542,149,8.8     
"Lauderdale County, TN",9737,8846,891,9.2     
"Lawrence County, TN",19092,17603,1489,7.8     
"Lewis County, TN",5325,4924,401,7.5     
"Lincoln County, TN",16026,14655,1371,8.6     
"Loudon County, TN",23572,22072,1500,6.4     
"McMinn County, TN",23393,21579,1814,7.8     
"McNairy County, TN",8348,7622,726,8.7     
"Macon County, TN",11156,10428,728,6.5     
"Madison County, TN",49028,45343,3685,7.5     
"Marion County, TN",12344,11409,935,7.6     
"Marshall County, TN",15374,13978,1396,9.1     
"Maury County, TN",49915,45854,4061,8.1     
"Meigs County, TN",5195,4746,449,8.6     
"Monroe County, TN",20090,18479,1611,8.0     
"Montgomery County, TN",86234,79666,6568,7.6     
"Moore County, TN",3610,3416,194,5.4     
"Morgan County, TN",7654,7153,501,6.5     
"Obion County, TN",12180,11322,858,7.0     
"Overton County, TN",9689,9074,615,6.3     
"Perry County, TN",2989,2705,284,9.5     
"Pickett County, TN",2241,2104,137,6.1     
"Polk County, TN",7455,6943,512,6.9     
"Putnam County, TN",34970,32661,2309,6.6     
"Rhea County, TN",13011,11732,1279,9.8     
"Roane County, TN",23021,21508,1513,6.6     
"Robertson County, TN",37300,35018,2282,6.1     
"Rutherford County, TN",184368,171731,12637,6.9     
"Scott County, TN",8170,7470,700,8.6     
"Sequatchie County, TN",6146,5664,482,7.8     
"Sevier County, TN",53721,48540,5181,9.6     
"Shelby County, TN",447769,404507,43262,9.7     
"Smith County, TN",9259,8701,558,6.0     
"Stewart County, TN",5412,5053,359,6.6     
"Sullivan County, TN",69352,64370,4982,7.2     
"Sumner County, TN",102069,95424,6645,6.5     
"Tipton County, TN",27498,25612,1886,6.9     
"Trousdale County, TN",5383,5055,328,6.1     
"Unicoi County, TN",7083,6497,586,8.3     
"Union County, TN",7610,7088,522,6.9     
"Van Buren County, TN",2011,1836,175,8.7     
"Warren County, TN",17076,15564,1512,8.9     
"Washington County, TN",59783,55928,3855,6.4     
"Wayne County, TN",6414,5957,457,7.1     
"Weakley County, TN",15456,14554,902,5.8     
"White County, TN",12011,11155,856,7.1     
"Williamson County, TN",126997,120874,6123,4.8     
"Wilson County, TN",76694,71882,4812,6.3     
"Anderson County, TX",23325,22013,1312,5.6     
"Andrews County, TX",9220,8466,754,8.2     
"Angelina County, TX",35495,32783,2712,7.6     
"Aransas County, TX",9058,8291,767,8.5     
"Archer County, TX",3911,3703,208,5.3     
"Armstrong County, TX",914,875,39,4.3     
"Atascosa County, TX",21822,19979,1843,8.4     
"Austin County, TX",13638,12741,897,6.6     
"Bailey County, TX",2440,2323,117,4.8     
"Bandera County, TX",9835,9261,574,5.8     
"Bastrop County, TX",42573,40016,2557,6.0     
"Baylor County, TX",1767,1705,62,3.5     
"Bee County, TX",9906,8932,974,9.8     
"Bell County, TX",144558,134459,10099,7.0     
"Bexar County, TX",942127,871017,71110,7.5     
"Blanco County, TX",6573,6322,251,3.8     
"Borden County, TX",430,416,14,3.3     
"Bosque County, TX",8330,7876,454,5.5     
"Bowie County, TX",38755,35891,2864,7.4     
"Brazoria County, TX",177709,162442,15267,8.6     
"Brazos County, TX",116599,110366,6233,5.3     
"Brewster County, TX",4083,3811,272,6.7     
"Briscoe County, TX",567,540,27,4.8     
"Brooks County, TX",2601,2323,278,10.7     
"Brown County, TX",15245,14253,992,6.5     
"Burleson County, TX",8180,7661,519,6.3     
"Burnet County, TX",23686,22567,1119,4.7     
"Caldwell County, TX",19322,18096,1226,6.3     
"Calhoun County, TX",11995,11296,699,5.8     
"Callahan County, TX",5979,5654,325,5.4     
"Cameron County, TX",169074,151855,17219,10.2     
"Camp County, TX",5008,4639,369,7.4     
"Carson County, TX",2930,2808,122,4.2     
"Cass County, TX",12269,11299,970,7.9     
"Castro County, TX",3320,3200,120,3.6     
"Chambers County, TX",19836,17944,1892,9.5     
"Cherokee County, TX",21303,19624,1679,7.9     
"Childress County, TX",3054,2940,114,3.7     
"Clay County, TX",4793,4528,265,5.5     
"Cochran County, TX",1114,1035,79,7.1     
"Coke County, TX",1374,1298,76,5.5     
"Coleman County, TX",2886,2673,213,7.4     
"Collin County, TX",570623,534617,36006,6.3     
"Collingsworth County, TX",1081,1035,46,4.3     
"Colorado County, TX",9693,9155,538,5.6     
"Comal County, TX",74950,70311,4639,6.2     
"Comanche County, TX",5618,5309,309,5.5     
"Concho County, TX",1320,1261,59,4.5     
"Cooke County, TX",19370,18001,1369,7.1     
"Coryell County, TX",23974,22401,1573,6.6     
"Cottle County, TX",570,542,28,4.9     
"Crane County, TX",1624,1403,221,13.6     
"Crockett County, TX",1559,1421,138,8.9     
"Crosby County, TX",2389,2265,124,5.2     
"Culberson County, TX",1150,1075,75,6.5     
"Dallam County, TX",3750,3645,105,2.8     
"Dallas County, TX",1355033,1251192,103841,7.7     
"Dawson County, TX",4558,4160,398,8.7     
"Deaf Smith County, TX",8567,8257,310,3.6     
"Delta County, TX",2401,2268,133,5.5     
"Denton County, TX",503962,471296,32666,6.5     
"DeWitt County, TX",9253,8695,558,6.0     
"Dickens County, TX",671,629,42,6.3     
"Dimmit County, TX",6487,6074,413,6.4     
"Donley County, TX",1423,1360,63,4.4     
"Duval County, TX",4864,4275,589,12.1     
"Eastland County, TX",7390,6893,497,6.7     
"Ector County, TX",82852,73736,9116,11.0     
"Edwards County, TX",1251,1207,44,3.5     
"Ellis County, TX",93578,87937,5641,6.0     
"El Paso County, TX",364085,333991,30094,8.3     
"Erath County, TX",20013,18863,1150,5.7     
"Falls County, TX",6531,6141,390,6.0     
"Fannin County, TX",16772,15984,788,4.7     
"Fayette County, TX",11793,11238,555,4.7     
"Fisher County, TX",1605,1533,72,4.5     
"Floyd County, TX",2516,2361,155,6.2     
"Foard County, TX",576,552,24,4.2     
"Fort Bend County, TX",394948,364410,30538,7.7     
"Franklin County, TX",4827,4570,257,5.3     
"Freestone County, TX",6348,5820,528,8.3     
"Frio County, TX",9537,8996,541,5.7     
"Gaines County, TX",9720,9177,543,5.6     
"Galveston County, TX",164608,150218,14390,8.7     
"Garza County, TX",2020,1883,137,6.8     
"Gillespie County, TX",13265,12630,635,4.8     
"Glasscock County, TX",797,768,29,3.6     
"Goliad County, TX",3161,2917,244,7.7     
"Gonzales County, TX",9561,9046,515,5.4     
"Gray County, TX",7783,7150,633,8.1     
"Grayson County, TX",64214,60453,3761,5.9     
"Gregg County, TX",56565,51883,4682,8.3     
"Grimes County, TX",11082,10191,891,8.0     
"Guadalupe County, TX",80610,75677,4933,6.1     
"Hale County, TX",11826,11027,799,6.8     
"Hall County, TX",1076,1014,62,5.8     
"Hamilton County, TX",3759,3589,170,4.5     
"Hansford County, TX",2502,2415,87,3.5     
"Hardeman County, TX",1710,1635,75,4.4     
"Hardin County, TX",25019,22768,2251,9.0     
"Harris County, TX",2292759,2088449,204310,8.9     
"Harrison County, TX",29133,26843,2290,7.9     
"Hartley County, TX",2633,2579,54,2.1     
"Haskell County, TX",2653,2539,114,4.3     
"Hays County, TX",121304,113639,7665,6.3     
"Hemphill County, TX",1850,1768,82,4.4     
"Henderson County, TX",37123,34746,2377,6.4     
"Hidalgo County, TX",359969,318076,41893,11.6     
"Hill County, TX",16294,15271,1023,6.3     
"Hockley County, TX",10671,9826,845,7.9     
"Hood County, TX",27578,25745,1833,6.6     
"Hopkins County, TX",17484,16589,895,5.1     
"Houston County, TX",10010,9481,529,5.3     
"Howard County, TX",13502,12409,1093,8.1     
"Hudspeth County, TX",1855,1706,149,8.0     
"Hunt County, TX",43506,40659,2847,6.5     
"Hutchinson County, TX",8539,7926,613,7.2     
"Irion County, TX",752,707,45,6.0     
"Jack County, TX",3393,3155,238,7.0     
"Jackson County, TX",7329,6907,422,5.8     
"Jasper County, TX",12883,11440,1443,11.2     
"Jeff Davis County, TX",975,925,50,5.1     
"Jefferson County, TX",105592,93022,12570,11.9     
"Jim Hogg County, TX",1891,1711,180,9.5     
"Jim Wells County, TX",16127,14033,2094,13.0     
"Johnson County, TX",82931,77541,5390,6.5     
"Jones County, TX",5738,5337,401,7.0     
"Karnes County, TX",7007,6567,440,6.3     
"Kaufman County, TX",67263,62886,4377,6.5     
"Kendall County, TX",22123,21007,1116,5.0     
"Kenedy County, TX",184,174,10,5.4     
"Kent County, TX",458,440,18,3.9     
"Kerr County, TX",21636,20365,1271,5.9     
"Kimble County, TX",1809,1717,92,5.1     
"King County, TX",236,232,4,1.7     
"Kinney County, TX",1312,1233,79,6.0     
"Kleberg County, TX",13402,12277,1125,8.4     
"Knox County, TX",1454,1372,82,5.6     
"Lamar County, TX",23507,21989,1518,6.5     
"Lamb County, TX",5234,4960,274,5.2     
"Lampasas County, TX",9041,8556,485,5.4     
"La Salle County, TX",3693,3442,251,6.8     
"Lavaca County, TX",8406,7965,441,5.2     
"Lee County, TX",9158,8706,452,4.9     
"Leon County, TX",6121,5644,477,7.8     
"Liberty County, TX",33582,30011,3571,10.6     
"Limestone County, TX",8363,7767,596,7.1     
"Lipscomb County, TX",1541,1477,64,4.2     
"Live Oak County, TX",5177,4791,386,7.5     
"Llano County, TX",8479,7993,486,5.7     
"Loving County, TX",289,284,5,1.7     
"Lubbock County, TX",156625,147629,8996,5.7     
"Lynn County, TX",2740,2591,149,5.4     
"McCulloch County, TX",3260,3016,244,7.5     
"McLennan County, TX",120347,112937,7410,6.2     
"McMullen County, TX",727,707,20,2.8     
"Madison County, TX",4462,4141,321,7.2     
"Marion County, TX",4271,3920,351,8.2     
"Martin County, TX",2546,2391,155,6.1     
"Mason County, TX",1726,1630,96,5.6     
"Matagorda County, TX",16529,14792,1737,10.5     
"Maverick County, TX",24494,20821,3673,15.0     
"Medina County, TX",21461,20110,1351,6.3     
"Menard County, TX",866,821,45,5.2     
"Midland County, TX",98237,90313,7924,8.1     
"Milam County, TX",9750,9054,696,7.1     
"Mills County, TX",1889,1811,78,4.1     
"Mitchell County, TX",2381,2192,189,7.9     
"Montague County, TX",9081,8479,602,6.6     
"Montgomery County, TX",284994,263501,21493,7.5     
"Moore County, TX",10578,10180,398,3.8     
"Morris County, TX",4793,4248,545,11.4     
"Motley County, TX",437,417,20,4.6     
"Nacogdoches County, TX",27987,26145,1842,6.6     
"Navarro County, TX",23245,21803,1442,6.2     
"Newton County, TX",5054,4497,557,11.0     
"Nolan County, TX",7151,6774,377,5.3     
"Nueces County, TX",163920,149232,14688,9.0     
"Ochiltree County, TX",4071,3835,236,5.8     
"Oldham County, TX",890,855,35,3.9     
"Orange County, TX",36027,32241,3786,10.5     
"Palo Pinto County, TX",13267,12339,928,7.0     
"Panola County, TX",9437,8645,792,8.4     
"Parker County, TX",68141,64129,4012,5.9     
"Parmer County, TX",4915,4788,127,2.6     
"Pecos County, TX",6517,5987,530,8.1     
"Polk County, TX",18357,16755,1602,8.7     
"Potter County, TX",54150,51189,2961,5.5     
"Presidio County, TX",3231,2755,476,14.7     
"Rains County, TX",6027,5744,283,4.7     
"Randall County, TX",72380,69134,3246,4.5     
"Reagan County, TX",1815,1639,176,9.7     
"Real County, TX",1072,1000,72,6.7     
"Red River County, TX",5144,4817,327,6.4     
"Reeves County, TX",8858,8227,631,7.1     
"Refugio County, TX",3083,2831,252,8.2     
"Roberts County, TX",414,395,19,4.6     
"Robertson County, TX",7345,6875,470,6.4     
"Rockwall County, TX",53209,50009,3200,6.0     
"Runnels County, TX",4529,4306,223,4.9     
"Rusk County, TX",22127,20508,1619,7.3     
"Sabine County, TX",3923,3500,423,10.8     
"San Augustine County, TX",3020,2730,290,9.6     
"San Jacinto County, TX",11650,10710,940,8.1     
"San Patricio County, TX",29221,26223,2998,10.3     
"San Saba County, TX",2193,2079,114,5.2     
"Schleicher County, TX",1209,1125,84,6.9     
"Scurry County, TX",6251,5739,512,8.2     
"Shackelford County, TX",1782,1688,94,5.3     
"Shelby County, TX",11274,10502,772,6.8     
"Sherman County, TX",1307,1267,40,3.1     
"Smith County, TX",108544,101201,7343,6.8     
"Somervell County, TX",4328,4048,280,6.5     
"Starr County, TX",26319,21760,4559,17.3     
"Stephens County, TX",4020,3775,245,6.1     
"Sterling County, TX",560,524,36,6.4     
"Stonewall County, TX",576,547,29,5.0     
"Sutton County, TX",1229,1109,120,9.8     
"Swisher County, TX",2533,2401,132,5.2     
"Tarrant County, TX",1082822,1003269,79553,7.3     
"Taylor County, TX",66148,62540,3608,5.5     
"Terrell County, TX",393,375,18,4.6     
"Terry County, TX",4840,4486,354,7.3     
"Throckmorton County, TX",635,604,31,4.9     
"Titus County, TX",13303,12412,891,6.7     
"Tom Green County, TX",53742,50336,3406,6.3     
"Travis County, TX",741012,694433,46579,6.3     
"Trinity County, TX",5313,4884,429,8.1     
"Tyler County, TX",7372,6645,727,9.9     
"Upshur County, TX",17448,16103,1345,7.7     
"Upton County, TX",1835,1732,103,5.6     
"Uvalde County, TX",11333,10605,728,6.4     
"Val Verde County, TX",22589,20795,1794,7.9     
"Van Zandt County, TX",26130,24529,1601,6.1     
"Victoria County, TX",41172,37761,3411,8.3     
"Walker County, TX",24085,22343,1742,7.2     
"Waller County, TX",23804,21958,1846,7.8     
"Ward County, TX",6171,5589,582,9.4     
"Washington County, TX",15329,14463,866,5.6     
"Webb County, TX",116195,106376,9819,8.5     
"Wharton County, TX",21376,19928,1448,6.8     
"Wheeler County, TX",2226,2092,134,6.0     
"Wichita County, TX",55306,51620,3686,6.7     
"Wilbarger County, TX",4949,4659,290,5.9     
"Willacy County, TX",6597,5807,790,12.0     
"Williamson County, TX",318447,299801,18646,5.9     
"Wilson County, TX",24473,23077,1396,5.7     
"Winkler County, TX",4039,3663,376,9.3     
"Wise County, TX",32140,30041,2099,6.5     
"Wood County, TX",17919,16740,1179,6.6     
"Yoakum County, TX",3528,3107,421,11.9     
"Young County, TX",7803,7393,410,5.3     
"Zapata County, TX",4600,4029,571,12.4     
"Zavala County, TX",3430,2946,484,14.1     
"Beaver County, UT",2831,2719,112,4.0     
"Box Elder County, UT",26424,25272,1152,4.4     
"Cache County, UT",65407,63497,1910,2.9     
"Carbon County, UT",8575,8130,445,5.2     
"Daggett County, UT",401,383,18,4.5     
"Davis County, UT",175905,168737,7168,4.1     
"Duchesne County, UT",7782,7179,603,7.7     
"Emery County, UT",4372,4166,206,4.7     
"Garfield County, UT",2634,2365,269,10.2     
"Grand County, UT",6161,5574,587,9.5     
"Iron County, UT",24994,23879,1115,4.5     
"Juab County, UT",5881,5709,172,2.9     
"Kane County, UT",3835,3629,206,5.4     
"Millard County, UT",5941,5749,192,3.2     
"Morgan County, UT",5561,5375,186,3.3     
"Piute County, UT",477,447,30,6.3     
"Rich County, UT",1162,1122,40,3.4     
"Salt Lake County, UT",642357,609766,32591,5.1     
"San Juan County, UT",5457,4903,554,10.2     
"Sanpete County, UT",12640,12168,472,3.7     
"Sevier County, UT",9811,9395,416,4.2     
"Summit County, UT",24314,22554,1760,7.2     
"Tooele County, UT",35084,33417,1667,4.8     
"Uintah County, UT",13385,12157,1228,9.2     
"Utah County, UT",314022,302248,11774,3.7     
"Wasatch County, UT",16269,15223,1046,6.4     
"Washington County, UT",79208,75007,4201,5.3     
"Wayne County, UT",1428,1320,108,7.6     
"Weber County, UT",129907,123697,6210,4.8     
"Addison County, VT",19936,18947,989,5.0     
"Bennington County, VT",17132,16004,1128,6.6     
"Caledonia County, VT",14156,13337,819,5.8     
"Chittenden County, VT",93110,88659,4451,4.8     
"Essex County, VT",2596,2426,170,6.5     
"Franklin County, VT",26329,24946,1383,5.3     
"Grand Isle County, VT",4003,3766,237,5.9     
"Lamoille County, VT",13376,12328,1048,7.8     
"Orange County, VT",15395,14652,743,4.8     
"Orleans County, VT",12702,11694,1008,7.9     
"Rutland County, VT",29383,27352,2031,6.9     
"Washington County, VT",33025,31429,1596,4.8     
"Windham County, VT",21014,19687,1327,6.3     
"Windsor County, VT",27903,26420,1483,5.3     
"Accomack County, VA",16052,15011,1041,6.5     
"Albemarle County, VA",55794,52792,3002,5.4     
"Alleghany County, VA",6820,6376,444,6.5     
"Amelia County, VA",6202,5845,357,5.8     
"Amherst County, VA",14695,13872,823,5.6     
"Appomattox County, VA",7046,6636,410,5.8     
"Arlington County, VA",151080,144307,6773,4.5     
"Augusta County, VA",37046,35344,1702,4.6     
"Bath County, VA",2290,2063,227,9.9     
"Bedford County, VA",37737,35800,1937,5.1     
"Bland County, VA",2811,2653,158,5.6     
"Botetourt County, VA",17140,16363,777,4.5     
"Brunswick County, VA",5951,5477,474,8.0     
"Buchanan County, VA",6450,5836,614,9.5     
"Buckingham County, VA",6317,5850,467,7.4     
"Campbell County, VA",25507,24001,1506,5.9     
"Caroline County, VA",15004,13995,1009,6.7     
"Carroll County, VA",13153,12078,1075,8.2     
"Charles City County, VA",3610,3375,235,6.5     
"Charlotte County, VA",5084,4799,285,5.6     
"Chesterfield County, VA",186087,175116,10971,5.9     
"Clarke County, VA",7498,7157,341,4.5     
"Craig County, VA",2286,2170,116,5.1     
"Culpeper County, VA",24511,23297,1214,5.0     
"Cumberland County, VA",4569,4289,280,6.1     
"Dickenson County, VA",4746,4368,378,8.0     
"Dinwiddie County, VA",13439,12578,861,6.4     
"Essex County, VA",5488,5106,382,7.0     
"Fairfax County, VA",628397,591882,36515,5.8     
"Fauquier County, VA",36812,35091,1721,4.7     
"Floyd County, VA",8054,7645,409,5.1     
"Fluvanna County, VA",13723,13001,722,5.3     
"Franklin County, VA",25985,24563,1422,5.5     
"Frederick County, VA",48636,46376,2260,4.6     
"Giles County, VA",7739,7255,484,6.3     
"Gloucester County, VA",19249,18204,1045,5.4     
"Goochland County, VA",11142,10600,542,4.9     
"Grayson County, VA",8104,7644,460,5.7     
"Greene County, VA",10198,9664,534,5.2     
"Greensville County, VA",4239,3952,287,6.8     
"Halifax County, VA",15176,14109,1067,7.0     
"Hanover County, VA",57934,55136,2798,4.8     
"Henrico County, VA",180321,168617,11704,6.5     
"Henry County, VA",23810,21994,1816,7.6     
"Highland County, VA",1239,1193,46,3.7     
"Isle of Wight County, VA",19092,18115,977,5.1     
"James City County, VA",36558,34031,2527,6.9     
"King and Queen County, VA",3867,3669,198,5.1     
"King George County, VA",13819,13202,617,4.5     
"King William County, VA",9067,8576,491,5.4     
"Lancaster County, VA",5370,4981,389,7.2     
"Lee County, VA",8304,7772,532,6.4     
"Loudoun County, VA",223194,211258,11936,5.3     
"Louisa County, VA",19944,18909,1035,5.2     
"Lunenburg County, VA",5266,4988,278,5.3     
"Madison County, VA",7306,7026,280,3.8     
"Mathews County, VA",4052,3852,200,4.9     
"Mecklenburg County, VA",12679,11818,861,6.8     
"Middlesex County, VA",5134,4872,262,5.1     
"Montgomery County, VA",48670,46340,2330,4.8     
"Nelson County, VA",7304,6895,409,5.6     
"New Kent County, VA",12503,11930,573,4.6     
"Northampton County, VA",5409,4988,421,7.8     
"Northumberland County, VA",5686,5326,360,6.3     
"Nottoway County, VA",7150,6784,366,5.1     
"Orange County, VA",17061,16102,959,5.6     
"Page County, VA",12021,11147,874,7.3     
"Patrick County, VA",7235,6739,496,6.9     
"Pittsylvania County, VA",29943,28010,1933,6.5     
"Powhatan County, VA",13976,13299,677,4.8     
"Prince Edward County, VA",10067,9415,652,6.5     
"Prince George County, VA",14897,13928,969,6.5     
"Prince William County, VA",245929,229901,16028,6.5     
"Pulaski County, VA",16092,14824,1268,7.9     
"Rappahannock County, VA",3688,3521,167,4.5     
"Richmond County, VA",4048,3851,197,4.9     
"Roanoke County, VA",48720,46231,2489,5.1     
"Rockbridge County, VA",10467,9892,575,5.5     
"Rockingham County, VA",41525,39573,1952,4.7     
"Russell County, VA",11210,10468,742,6.6     
"Scott County, VA",8958,8484,474,5.3     
"Shenandoah County, VA",22129,20963,1166,5.3     
"Smyth County, VA",13384,12523,861,6.4     
"Southampton County, VA",9063,8614,449,5.0     
"Spotsylvania County, VA",67201,63166,4035,6.0     
"Stafford County, VA",72341,68242,4099,5.7     
"Surry County, VA",3603,3396,207,5.7     
"Sussex County, VA",3771,3450,321,8.5     
"Tazewell County, VA",15520,14335,1185,7.6     
"Warren County, VA",20258,19077,1181,5.8     
"Washington County, VA",25953,24457,1496,5.8     
"Westmoreland County, VA",9473,8915,558,5.9     
"Wise County, VA",13076,12080,996,7.6     
"Wythe County, VA",13827,12760,1067,7.7     
"York County, VA",32390,30587,1803,5.6     
"Alexandria city, VA",100168,94157,6011,6.0     
"Bristol city, VA",7316,6750,566,7.7     
"Buena Vista city, VA",3114,2935,179,5.7     
"Charlottesville city, VA",25424,23785,1639,6.4     
"Chesapeake city, VA",122036,114556,7480,6.1     
"Colonial Heights city, VA",8480,7877,603,7.1     
"Covington city, VA",2412,2181,231,9.6     
"Danville city, VA",19250,17379,1871,9.7     
"Emporia city, VA",2344,2083,261,11.1     
"Fairfax city, VA",13038,12304,734,5.6     
"Falls Church city, VA",8284,7970,314,3.8     
"Franklin city, VA",3640,3332,308,8.5     
"Fredericksburg city, VA",14020,13017,1003,7.2     
"Galax city, VA",2881,2658,223,7.7     
"Hampton city, VA",64604,59090,5514,8.5     
"Harrisonburg city, VA",24259,22712,1547,6.4     
"Hopewell city, VA",9811,8758,1053,10.7     
"Lexington city, VA",2049,1906,143,7.0     
"Lynchburg city, VA",36015,33405,2610,7.2     
"Manassas city, VA",21684,20278,1406,6.5     
"Manassas Park city, VA",9483,8835,648,6.8     
"Martinsville city, VA",5670,5051,619,10.9     
"Newport News city, VA",89715,81929,7786,8.7     
"Norfolk city, VA",111825,102074,9751,8.7     
"Norton city, VA",1660,1536,124,7.5     
"Petersburg city, VA",13459,11582,1877,13.9     
"Poquoson city, VA",6249,5988,261,4.2     
"Portsmouth city, VA",44701,40428,4273,9.6     
"Radford city, VA",8457,7922,535,6.3     
"Richmond city, VA",119962,109370,10592,8.8     
"Roanoke city, VA",49174,45388,3786,7.7     
"Salem city, VA",12671,11938,733,5.8     
"Staunton city, VA",12247,11480,767,6.3     
"Suffolk city, VA",44546,41643,2903,6.5     
"Virginia Beach city, VA",230322,215991,14331,6.2     
"Waynesboro city, VA",10700,10002,698,6.5     
"Williamsburg city, VA",6705,6153,552,8.2     
"Winchester city, VA",14912,14041,871,5.8     
"Adams County, WA",9261,8584,677,7.3     
"Asotin County, WA",10383,9845,538,5.2     
"Benton County, WA",103143,94682,8461,8.2     
"Chelan County, WA",44190,40497,3693,8.4     
"Clallam County, WA",29280,26303,2977,10.2     
